abbreviation,subsystem,is_reversible,is_exchange,is_transport,lower_bound,upper_bound,bound_range,n_genes,n_metabolites,n_reactants,n_products,growth_wt,growth_knockout,growth_ratio,essential
HMR_5946,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5947,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604342,1.0000000000000007,0
HMR_5948,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5949,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5950,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5951,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5952,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5953,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5954,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5955,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5956,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5957,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5958,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5959,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5960,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5961,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5962,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5963,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5964,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5965,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5966,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5967,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5968,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5969,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5970,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5971,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5972,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5973,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5974,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5975,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5976,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5977,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5978,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5979,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5980,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5981,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5982,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5983,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5984,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5985,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5986,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5987,Transport reactions,0,0,1,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,-0.0,-0.0,1
HMR_5989,Transport reactions,0,0,1,0.0,1000.0,1000.0,7,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5990,Transport reactions,0,0,1,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_5992,Transport reactions,0,0,1,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5993,Transport reactions,0,0,1,0.0,1000.0,1000.0,0,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5994,Transport reactions,0,0,1,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5995,Transport reactions,0,0,1,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5996,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5997,Transport reactions,0,0,1,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5998,Transport reactions,0,0,1,0.0,1000.0,1000.0,0,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_6000,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_6001,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6002,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6003,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_6004,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6005,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.4925848660433,1.0000000000000002,0
HMR_6006,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604327,1.0000000000000002,0
HMR_6007,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.4925848660433,1.0000000000000002,0
HMR_6008,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.4925848660433,1.0000000000000002,0
HMR_6009,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6010,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_6011,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.4925848660433,1.0000000000000002,0
HMR_6012,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6013,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604344,1.0000000000000009,0
HMR_6014,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604316,0.9999999999999997,0
HMR_6015,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.4925848660433,1.0000000000000002,0
HMR_6016,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604327,1.0000000000000002,0
HMR_6017,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_6018,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.4925848660433,1.0000000000000002,0
HMR_6019,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.4925848660433,1.0000000000000002,0
HMR_6020,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6021,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6022,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_6023,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_6024,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6025,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6026,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604322,0.9999999999999999,0
HMR_6027,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6028,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604327,1.0000000000000002,0
HMR_6029,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604347,1.0000000000000009,0
HMR_6030,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604344,1.0000000000000009,0
HMR_6031,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_6032,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_6033,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604344,1.0000000000000009,0
HMR_6034,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_6035,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_6036,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.4925848660433,1.0000000000000002,0
HMR_6037,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6038,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6039,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_6040,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6041,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_6042,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_6043,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_6044,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604342,1.0000000000000007,0
HMR_6045,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6046,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604342,1.0000000000000007,0
HMR_6047,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604322,0.9999999999999999,0
HMR_6048,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6049,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604322,0.9999999999999999,0
HMR_6050,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_6051,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604322,0.9999999999999999,0
HMR_6052,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.4925848660435,1.000000000000001,0
HMR_6053,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.4925848660433,1.0000000000000002,0
HMR_6054,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,4,2,2,245.49258486604325,245.49258486604353,1.000000000000001,0
HMR_6055,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,6,2,1,1,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6056,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,0,2,1,1,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6057,Transport reactions,0,0,1,0.0,1000.0,1000.0,0,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_6058,Transport reactions,0,0,1,0.0,1000.0,1000.0,1,2,1,1,245.49258486604325,245.49258486604325,1.0,0
HMR_6059,Transport reactions,0,0,1,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_6060,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6061,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6062,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_6063,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_6064,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_6065,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_6066,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604342,1.0000000000000007,0
HMR_6067,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604347,1.0000000000000009,0
HMR_6068,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_6069,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6070,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_6071,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604342,1.0000000000000007,0
HMR_6072,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6073,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_6074,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6075,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_6076,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_6077,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_6078,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.4925848660432,0.9999999999999998,0
HMR_6079,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6080,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604342,1.0000000000000007,0
HMR_6081,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6082,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_6083,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6084,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_6085,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.4925848660433,1.0000000000000002,0
HMR_6086,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604342,1.0000000000000007,0
HMR_6087,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6088,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6089,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6090,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604344,1.0000000000000009,0
HMR_6091,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.4925848660433,1.0000000000000002,0
HMR_6092,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_6093,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6094,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.4925848660433,1.0000000000000002,0
HMR_6095,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6096,Transport reactions,0,0,1,0.0,1000.0,1000.0,5,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_6097,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_6098,Transport reactions,0,0,1,0.0,1000.0,1000.0,5,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_6099,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604342,1.0000000000000007,0
HMR_6100,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_6101,Transport reactions,0,0,1,0.0,1000.0,1000.0,4,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_6102,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6103,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.4925848660433,1.0000000000000002,0
HMR_6104,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6105,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.49258486604342,1.0000000000000007,0
HMR_6106,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.4925848660433,1.0000000000000002,0
HMR_6107,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.49258486604327,1.0000000000000002,0
HMR_6108,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604344,1.0000000000000009,0
HMR_6109,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6110,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_6111,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6112,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6113,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_6114,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_6115,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6116,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604327,1.0000000000000002,0
HMR_6117,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6118,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_6119,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_6120,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604322,0.9999999999999999,0
HMR_6121,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6122,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,2,6,3,3,245.49258486604325,245.49258486604342,1.0000000000000007,0
HMR_6123,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_6124,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6125,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6126,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6127,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6128,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_6129,Transport reactions,0,0,1,0.0,1000.0,1000.0,6,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_6130,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.49258486604322,0.9999999999999999,0
HMR_6131,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.49258486604342,1.0000000000000007,0
HMR_6132,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.4925848660433,1.0000000000000002,0
HMR_6133,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6134,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.4925848660433,1.0000000000000002,0
HMR_6135,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_6136,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.4925848660433,1.0000000000000002,0
HMR_6137,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_6138,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.4925848660435,1.000000000000001,0
HMR_6139,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.49258486604342,1.0000000000000007,0
HMR_6140,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6141,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6142,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.49258486604327,1.0000000000000002,0
HMR_6143,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6144,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_6145,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.49258486604322,0.9999999999999999,0
HMR_6146,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.49258486604347,1.0000000000000009,0
HMR_6147,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.49258486604342,1.0000000000000007,0
HMR_6148,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.49258486604327,1.0000000000000002,0
HMR_6149,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.4925848660434,1.0000000000000007,0
HMR_6150,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6151,Transport reactions,1,0,1,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
